type,it,signal_threshold,traders,random,market_maker,chartist,fundamentalist,is_recovered,time_to_recover,before_price,after_price,before_return,after_return,last_ask_orders_count,last_bid_orders_count,event_ask_orders_count,event_bid_orders_count,diff_ask_orders_count,diff_bid_orders_count,avg_diff_before_event,avg_diff_after_event
SignalThreshold,200,1,['Random'],20,100,5,25,False,,99.09,,0.0007518800636075348,,1125,1546,1665,1605,-540,-59,53.5,54.5
SignalThreshold,200,1,['Random'],50,100,5,10,False,,99.74000000000001,,0.000545388567803831,,1802,1903,1711,1747,91,156,31.0,38.30000000000018
SignalThreshold,200,1,['Random'],50,100,5,25,False,,99.07000000000001,,0.0003576195349999343,,1441,1675,1735,1774,-294,-99,71.90000000000009,30.200000000000045
SignalThreshold,200,1,['Random'],20,100,10,10,False,,97.61,,0.00025939847653442405,,1670,1438,1678,1603,-8,-165,82.0,87.20000000000005
SignalThreshold,200,1,['Random'],20,100,10,25,False,,98.94999999999999,,0.00016110429728770964,,1650,934,1619,1643,31,-709,45.5,14.299999999999955
SignalThreshold,200,1,['Random'],50,100,10,10,False,,96.32000000000001,,0.0003206247321729019,,1951,1629,1794,1644,157,-15,149.30000000000018,152.0
SignalThreshold,200,1,['Random'],50,100,10,25,False,,97.41999999999999,,0.00048416124049582593,,1752,1131,1761,1699,-9,-568,84.0,68.90000000000009
SignalThreshold,200,1,['Random'],20,100,25,10,False,,97.79999999999998,,0.0003732342596429984,,1838,1650,1681,1657,157,-7,11.799999999999955,25.5
SignalThreshold,200,1,['Random'],20,100,25,25,False,,97.08,,0.00020561283760449798,,1778,1105,1702,1650,76,-545,45.69999999999982,70.79999999999995
SignalThreshold,200,1,['Random'],50,100,25,10,False,,100.39999999999999,,0.0005635006731628591,,1625,1996,1802,1874,-177,122,86.09999999999991,75.79999999999995
SignalThreshold,200,1,['Random'],50,100,25,25,False,,101.07000000000002,,0.0006553968803074939,,1524,1841,1765,1821,-241,20,46.700000000000045,46.59999999999991
SignalThreshold,200,1,['Chartist'],20,1,5,10,False,,99.32000000000001,,0.00016058032564534257,,1597,1390,1520,1536,77,-146,9.599999999999909,14.5
SignalThreshold,200,1,['Chartist'],20,1,5,25,False,,96.39,,-0.0003312437998258208,,1492,1361,1548,1468,-56,-107,72.60000000000014,86.19999999999982
SignalThreshold,200,1,['Chartist'],50,1,5,10,False,,94.48999999999998,,5.867352350444587e-05,,1792,1119,1677,1463,115,-344,203.69999999999982,226.29999999999995
SignalThreshold,200,1,['Chartist'],50,1,5,25,False,,96.63000000000001,,0.0003126222599720939,,1773,1210,1660,1482,113,-272,204.60000000000014,173.39999999999986
SignalThreshold,200,1,['Chartist'],20,1,10,10,False,,103.00000000000003,,0.0005921597554830866,,784,1616,1446,1573,-662,43,133.10000000000014,138.29999999999995
SignalThreshold,200,1,['Chartist'],20,1,10,25,False,,95.13,,0.0005874089172521656,,1679,1227,1590,1416,89,-189,140.0,206.0999999999999
SignalThreshold,200,1,['Chartist'],50,1,10,10,False,,98.15,,0.0006067475717449942,,1726,1684,1647,1568,79,116,50.600000000000136,76.59999999999991
SignalThreshold,200,1,['Chartist'],50,1,10,25,False,,100.59,,0.0001615759703844983,,1513,1706,1563,1627,-50,79,103.40000000000009,66.89999999999986
SignalThreshold,200,1,['Chartist'],20,1,25,10,False,,95.93000000000002,,0.0006314828348343457,,1746,1138,1622,1441,124,-303,194.70000000000005,187.80000000000018
SignalThreshold,200,1,['Chartist'],20,1,25,25,False,,97.78000000000002,,-5.461572156381999e-05,,1719,939,1529,1561,190,-622,40.700000000000045,22.100000000000136
SignalThreshold,200,1,['Chartist'],50,1,25,10,False,,101.54999999999998,,0.0008342054393127756,,1407,1814,1588,1674,-181,140,77.70000000000005,66.40000000000009
SignalThreshold,200,1,['Chartist'],50,1,25,25,False,,91.86999999999998,,0.0002989727066515797,,1840,1601,1655,1413,185,188,247.9000000000001,239.79999999999995
SignalThreshold,200,1,['Chartist'],20,5,5,10,False,,104.03,,0.0008659320431747496,,1416,1500,1392,1597,24,-97,191.20000000000005,213.0
SignalThreshold,200,1,['Chartist'],20,5,5,25,False,,90.77,,-0.00023361415419263605,,1632,1063,1567,1291,65,-228,281.20000000000005,287.4000000000001
SignalThreshold,200,1,['Chartist'],50,5,5,10,False,,100.06000000000002,,0.00029906199793484597,,1789,1570,1639,1654,150,-84,33.40000000000009,17.09999999999991
SignalThreshold,200,1,['Chartist'],50,5,5,25,False,,96.13000000000001,,0.0007545435129111757,,1633,1618,1644,1492,-11,126,147.19999999999982,158.89999999999986
SignalThreshold,200,1,['Chartist'],20,5,10,10,False,,96.07,,0.00030788236219679593,,1565,1401,1587,1457,-22,-56,123.39999999999986,131.9000000000001
SignalThreshold,200,1,['Chartist'],20,5,10,25,False,,90.7,,0.00017127355734650193,,1657,1286,1630,1290,27,-4,325.70000000000005,341.89999999999986
SignalThreshold,200,1,['Chartist'],50,5,10,10,False,,97.56,,0.0002893083317794159,,1747,1510,1644,1590,103,-80,35.5,55.5
SignalThreshold,200,1,['Chartist'],50,5,10,25,False,,96.99000000000002,,0.0005865690016775114,,1381,1757,1683,1545,-302,212,124.20000000000005,128.5
SignalThreshold,200,1,['Chartist'],20,5,25,10,False,,102.03,,0.0005475980374021406,,1249,1684,1532,1589,-283,95,61.700000000000045,52.600000000000136
SignalThreshold,200,1,['Chartist'],20,5,25,25,False,,98.57000000000001,,-0.00018002593667765568,,1279,1579,1565,1501,-286,78,60.299999999999955,41.200000000000045
SignalThreshold,200,1,['Chartist'],50,5,25,10,False,,96.34,,0.00043870825659087344,,1948,1517,1702,1544,246,-27,154.0,140.5
SignalThreshold,200,1,['Chartist'],50,5,25,25,False,,106.30999999999999,,0.0011518493371987313,,1522,1563,1457,1643,65,-80,167.39999999999986,204.39999999999986
SignalThreshold,200,1,['Chartist'],20,10,5,10,False,,102.9,,0.0008139371391170718,,1044,1665,1489,1539,-445,126,52.5,49.0
SignalThreshold,200,1,['Chartist'],20,10,5,25,False,,95.69,,0.00033209751513713103,,1587,1251,1597,1447,-10,-196,135.60000000000014,159.60000000000014
SignalThreshold,200,1,['Chartist'],50,10,5,10,False,,98.78,,0.00024225393919779037,,1815,1600,1713,1631,102,-31,63.0,84.0
SignalThreshold,200,1,['Chartist'],50,10,5,25,False,,103.74000000000001,,0.0009781352092737624,,1437,1667,1552,1638,-115,29,96.0,104.59999999999991
SignalThreshold,200,1,['Chartist'],20,10,10,10,False,,102.17999999999999,,0.0006530551594342026,,680,1718,1464,1589,-784,129,124.70000000000005,121.0
SignalThreshold,200,1,['Chartist'],20,10,10,25,False,,96.53999999999999,,0.0001899752294422717,,1563,1393,1586,1519,-23,-126,71.09999999999991,95.5
SignalThreshold,200,1,['Chartist'],50,10,10,10,False,,98.42999999999998,,0.0003904069371412885,,1623,1689,1694,1629,-71,60,51.5,68.29999999999995
SignalThreshold,200,1,['Chartist'],50,10,10,25,False,,99.94000000000001,,0.0012784148747807592,,1568,1696,1611,1528,-43,168,111.39999999999986,78.0
SignalThreshold,200,1,['Chartist'],20,10,25,10,False,,96.11999999999999,,0.0002776850717262501,,1771,1280,1653,1443,118,-163,194.5,209.0999999999999
SignalThreshold,200,1,['Chartist'],20,10,25,25,False,,99.57999999999998,,0.0011953001132480865,,1145,1626,1561,1519,-416,107,51.700000000000045,45.799999999999955
SignalThreshold,200,1,['Chartist'],50,10,25,10,False,,103.37,,0.0007770910005040928,,1231,2024,1547,1681,-316,343,103.10000000000014,136.29999999999995
SignalThreshold,200,1,['Chartist'],50,10,25,25,False,,105.4,,0.0008248737092977319,,1566,1790,1534,1707,32,83,190.79999999999995,193.29999999999995
SignalThreshold,200,1,['Chartist'],20,25,5,10,False,,97.71000000000001,,0.00029884681724917357,,1600,1220,1574,1524,26,-304,51.30000000000018,48.700000000000045
SignalThreshold,200,1,['Chartist'],20,25,5,25,False,,102.12,,0.0011487619459579815,,1553,1309,1501,1536,52,-227,30.799999999999955,40.299999999999955
SignalThreshold,200,1,['Chartist'],50,25,5,10,False,,101.97,,0.0006973510924917314,,1224,1911,1642,1724,-418,187,86.0,89.60000000000014
SignalThreshold,200,1,['Chartist'],50,25,5,25,False,,95.4,,0.0003263985272159283,,1807,1299,1683,1556,124,-257,118.70000000000005,138.4000000000001
SignalThreshold,200,1,['Chartist'],20,25,10,10,False,,101.28,,0.000669419051380109,,1519,1448,1550,1618,-31,-170,70.0,62.30000000000018
SignalThreshold,200,1,['Chartist'],20,25,10,25,False,,96.21000000000001,,0.00026720563309891115,,1682,1202,1644,1498,38,-296,127.89999999999986,171.0
SignalThreshold,200,1,['Chartist'],50,25,10,10,False,,97.19000000000001,,0.00027344807663121453,,1804,1518,1734,1603,70,-85,119.09999999999991,132.29999999999995
SignalThreshold,200,1,['Chartist'],50,25,10,25,False,,108.10999999999999,,0.0010198060228325749,,1508,1341,1363,1639,145,-298,266.39999999999986,272.70000000000005
SignalThreshold,200,1,['Chartist'],20,25,25,10,False,,96.21000000000001,,0.00020074168501479903,,1689,1335,1659,1491,30,-156,173.29999999999995,186.0
SignalThreshold,200,1,['Chartist'],20,25,25,25,False,,100.66,,0.0009544454315353113,,549,1730,1563,1580,-1014,150,5.5,20.299999999999955
SignalThreshold,200,1,['Chartist'],50,25,25,10,False,,101.36,,0.000593762440049157,,1459,1928,1662,1733,-203,195,67.20000000000005,69.39999999999986
SignalThreshold,200,1,['Chartist'],50,25,25,25,False,,99.71000000000001,,0.0004018985515539132,,1474,1818,1688,1642,-214,176,46.299999999999955,41.299999999999955
SignalThreshold,200,1,['Chartist'],20,100,5,10,False,,100.52000000000001,,0.0006055595573827722,,1609,1759,1638,1697,-29,62,51.80000000000018,70.59999999999991
SignalThreshold,200,1,['Chartist'],20,100,5,25,False,,99.32,,0.0004380692941563551,,1423,1361,1641,1657,-218,-296,11.799999999999955,23.899999999999864
SignalThreshold,200,1,['Chartist'],50,100,5,10,False,,99.45,,0.0003803526716602561,,1580,1889,1709,1761,-129,128,50.69999999999982,57.299999999999955
SignalThreshold,200,1,['Chartist'],50,100,5,25,False,,99.85,,0.0006790664876529219,,1671,1538,1705,1759,-34,-221,33.799999999999955,43.799999999999955
SignalThreshold,200,1,['Chartist'],20,100,10,10,False,,100.74999999999999,,0.0006563709897062592,,1434,1716,1653,1663,-219,53,9.0,8.299999999999955
SignalThreshold,200,1,['Chartist'],20,100,10,25,False,,95.42999999999999,,0.0001550487072207793,,1681,1124,1712,1478,-31,-354,218.60000000000014,231.5
SignalThreshold,200,1,['Chartist'],50,100,10,10,False,,98.75000000000003,,0.00027256968857473294,,1947,1663,1749,1685,198,-22,57.0,77.29999999999995
SignalThreshold,200,1,['Chartist'],50,100,10,25,False,,101.75999999999998,,0.00067274133453487,,1487,1767,1749,1687,-262,80,52.5,62.90000000000009
SignalThreshold,200,1,['Chartist'],20,100,25,10,False,,96.5,,0.0003384443470210374,,1812,1694,1721,1582,91,112,144.4000000000001,139.5999999999999
SignalThreshold,200,1,['Chartist'],20,100,25,25,False,,99.40999999999998,,0.0004622205307635512,,1272,1733,1732,1764,-460,-31,48.90000000000009,25.5
SignalThreshold,200,1,['Chartist'],50,100,25,10,False,,100.38999999999999,,0.0006341758884606179,,1495,1961,1786,1754,-291,207,38.100000000000136,22.200000000000045
SignalThreshold,200,1,['Chartist'],50,100,25,25,False,,98.12,,0.00028911780263115796,,2028,1202,1823,1734,205,-532,63.600000000000136,86.30000000000018
SignalThreshold,200,1,['MarketMaker'],20,1,5,10,False,,108.42999999999999,,0.0011677299723421512,,1187,1563,1318,1534,-131,29,205.39999999999986,237.20000000000005
SignalThreshold,200,1,['MarketMaker'],20,1,5,25,False,,106.98000000000002,,0.0012929062929023386,,822,1576,1345,1543,-523,33,193.89999999999986,219.70000000000005
SignalThreshold,200,1,['MarketMaker'],50,1,5,10,False,,102.67999999999999,,0.0007278300046162673,,1668,1697,1546,1624,122,73,57.700000000000045,93.20000000000005
SignalThreshold,200,1,['MarketMaker'],50,1,5,25,False,,95.59,,-2.601666442829051e-05,,1727,966,1577,1477,150,-511,103.90000000000009,101.70000000000005
SignalThreshold,200,1,['MarketMaker'],20,1,10,10,False,,103.8,,0.0008994513847199462,,1510,1105,1414,1565,96,-460,153.4000000000001,160.0
SignalThreshold,200,1,['MarketMaker'],20,1,10,25,False,,98.64000000000001,,0.0006071238719942934,,1653,1366,1544,1441,109,-75,105.30000000000018,117.59999999999991
SignalThreshold,200,1,['MarketMaker'],50,1,10,10,False,,93.62,,-5.530845619922487e-05,,1872,1288,1660,1435,212,-147,211.39999999999986,222.39999999999986
SignalThreshold,200,1,['MarketMaker'],50,1,10,25,False,,100.35000000000001,,-0.00023567667301060372,,1502,1614,1569,1589,-67,25,32.600000000000136,17.5
SignalThreshold,200,1,['MarketMaker'],20,1,25,10,False,,97.84,,0.00019166978360547334,,1211,1677,1607,1529,-396,148,79.0,87.0
SignalThreshold,200,1,['MarketMaker'],20,1,25,25,False,,109.22999999999999,,0.0006316788247968544,,1427,1341,1348,1670,79,-329,325.5,334.29999999999995
SignalThreshold,200,1,['MarketMaker'],50,1,25,10,False,,103.62,,0.0007642629314621777,,1595,1855,1580,1706,15,149,144.10000000000014,136.79999999999995
SignalThreshold,200,1,['MarketMaker'],50,1,25,25,False,,94.88000000000001,,0.0006526907565687722,,1925,1447,1758,1536,167,-89,226.10000000000014,204.0
SignalThreshold,200,1,['MarketMaker'],20,5,5,10,False,,99.53999999999999,,0.0006465030989227916,,1553,1405,1564,1543,-11,-138,20.799999999999955,12.5
SignalThreshold,200,1,['MarketMaker'],20,5,5,25,False,,97.9,,0.0003774439887525531,,1300,1561,1587,1513,-287,48,49.700000000000045,87.90000000000009
SignalThreshold,200,1,['MarketMaker'],50,5,5,10,False,,98.77000000000001,,0.0003180182387135312,,1715,1434,1644,1627,71,-193,14.900000000000091,46.0
SignalThreshold,200,1,['MarketMaker'],50,5,5,25,False,,106.01000000000002,,0.0008881835488244932,,1152,1811,1435,1636,-283,175,179.20000000000005,204.79999999999995
SignalThreshold,200,1,['MarketMaker'],20,5,10,10,False,,96.15,,0.00014650534437242704,,1620,994,1545,1408,75,-414,141.10000000000014,159.5
SignalThreshold,200,1,['MarketMaker'],20,5,10,25,False,,101.42999999999998,,0.0006442828944926793,,1329,1476,1464,1518,-135,-42,58.40000000000009,48.59999999999991
SignalThreshold,200,1,['MarketMaker'],50,5,10,10,False,,98.27000000000001,,0.00039797408204055235,,1771,1569,1672,1588,99,-19,90.59999999999991,73.40000000000009
SignalThreshold,200,1,['MarketMaker'],50,5,10,25,False,,100.10999999999999,,0.00048565405061721633,,1514,1481,1661,1580,-147,-99,78.30000000000018,83.89999999999986
SignalThreshold,200,1,['MarketMaker'],20,5,25,10,False,,98.76,,0.000506250183248963,,1598,1468,1576,1588,22,-120,29.799999999999955,15.299999999999955
SignalThreshold,200,1,['MarketMaker'],20,5,25,25,False,,101.07,,0.0002825525771023069,,1656,894,1566,1627,90,-733,85.39999999999986,25.5
SignalThreshold,200,1,['MarketMaker'],50,5,25,10,False,,98.94000000000001,,0.0007302594931147944,,1736,1595,1681,1645,55,-50,56.200000000000045,55.40000000000009
SignalThreshold,200,1,['MarketMaker'],50,5,25,25,False,,107.65,,0.0007284760846382994,,1561,1944,1406,1826,155,118,368.0,417.5
SignalThreshold,200,1,['MarketMaker'],20,10,5,10,False,,102.58000000000001,,0.0009756678182578048,,1376,1584,1497,1525,-121,59,30.399999999999864,33.799999999999955
SignalThreshold,200,1,['MarketMaker'],20,10,5,25,False,,107.76999999999998,,0.0007497957973667199,,1039,1693,1339,1592,-300,101,238.29999999999995,270.29999999999995
SignalThreshold,200,1,['MarketMaker'],50,10,5,10,False,,102.25,,0.0005877406939933502,,1524,1578,1535,1679,-11,-101,150.0999999999999,143.29999999999995
SignalThreshold,200,1,['MarketMaker'],50,10,5,25,False,,96.94000000000001,,0.0007735033559249509,,1318,1566,1672,1478,-354,88,191.89999999999986,195.69999999999982
SignalThreshold,200,1,['MarketMaker'],20,10,10,10,False,,95.72,,8.611616691610407e-05,,1600,1230,1524,1448,76,-218,76.79999999999995,97.10000000000014
SignalThreshold,200,1,['MarketMaker'],20,10,10,25,False,,103.78000000000002,,-3.7965285383037195e-05,,1207,1665,1445,1569,-238,96,112.90000000000009,100.79999999999995
SignalThreshold,200,1,['MarketMaker'],50,10,10,10,False,,96.67,,0.00023427536227626326,,1754,1606,1699,1538,55,68,164.5999999999999,158.4000000000001
SignalThreshold,200,1,['MarketMaker'],50,10,10,25,False,,102.83999999999999,,0.0010087169723469265,,1280,1635,1543,1645,-263,-10,118.10000000000014,91.30000000000018
SignalThreshold,200,1,['MarketMaker'],20,10,25,10,False,,97.84,,0.0001728750621494145,,1535,1605,1642,1522,-107,83,113.90000000000009,133.4000000000001
SignalThreshold,200,1,['MarketMaker'],20,10,25,25,False,,100.72999999999999,,0.0006055402693318641,,1491,1539,1604,1504,-113,35,91.5,91.79999999999995
SignalThreshold,200,1,['MarketMaker'],50,10,25,10,False,,99.75,,0.0004077631784819918,,1916,1285,1683,1649,233,-364,39.100000000000136,36.5
SignalThreshold,200,1,['MarketMaker'],50,10,25,25,False,,106.04,,0.001117652306062752,,1495,1879,1454,1716,41,163,238.30000000000018,275.29999999999995
SignalThreshold,200,1,['MarketMaker'],20,25,5,10,False,,101.13000000000002,,0.0005732895779866978,,1299,1591,1561,1562,-262,29,2.400000000000091,5.599999999999909
SignalThreshold,200,1,['MarketMaker'],20,25,5,25,False,,96.07000000000001,,-9.644765013474988e-05,,1578,1318,1589,1461,-11,-143,126.20000000000005,133.4000000000001
SignalThreshold,200,1,['MarketMaker'],50,25,5,10,False,,98.85999999999999,,0.00039748696081929826,,1732,1664,1660,1608,72,56,50.40000000000009,53.19999999999982
SignalThreshold,200,1,['MarketMaker'],50,25,5,25,False,,102.62,,0.0008997653089218827,,1564,1608,1495,1660,69,-52,166.60000000000014,165.60000000000014
SignalThreshold,200,1,['MarketMaker'],20,25,10,10,False,,101.83999999999999,,0.0006226643364544605,,1419,1536,1533,1650,-114,-114,124.0,103.0
SignalThreshold,200,1,['MarketMaker'],20,25,10,25,False,,106.09,,0.0011450588566250244,,1385,1546,1347,1665,38,-119,319.5999999999999,329.60000000000014
SignalThreshold,200,1,['MarketMaker'],50,25,10,10,False,,99.21000000000001,,0.00036486177712053287,,1909,1177,1698,1672,211,-495,30.40000000000009,26.90000000000009
SignalThreshold,200,1,['MarketMaker'],50,25,10,25,False,,99.10000000000001,,0.0006550688468417784,,1702,1676,1658,1604,44,72,53.09999999999991,37.700000000000045
SignalThreshold,200,1,['MarketMaker'],20,25,25,10,False,,100.72,,0.0005887713834987826,,1744,1275,1625,1594,119,-319,35.30000000000018,29.40000000000009
SignalThreshold,200,1,['MarketMaker'],20,25,25,25,False,,100.75,,0.0008417072255263507,,1224,1609,1585,1611,-361,-2,7.699999999999818,57.299999999999955
SignalThreshold,200,1,['MarketMaker'],50,25,25,10,False,,101.18000000000002,,0.0007356727698326338,,1616,1918,1672,1816,-56,102,147.10000000000014,155.29999999999995
SignalThreshold,200,1,['MarketMaker'],50,25,25,25,False,,100.72000000000001,,0.00048372968182740174,,1284,1941,1721,1726,-437,215,30.799999999999955,1.7000000000000455
SignalThreshold,200,1,['MarketMaker'],20,100,5,10,False,,96.38,,0.00027333023726063157,,1589,1598,1632,1576,-43,22,52.299999999999955,52.600000000000136
SignalThreshold,200,1,['MarketMaker'],20,100,5,25,False,,101.82999999999998,,0.0006211024926372842,,1401,1554,1616,1711,-215,-157,95.89999999999986,119.39999999999986
SignalThreshold,200,1,['MarketMaker'],50,100,5,10,False,,98.56,,0.0003378827653341602,,1901,1571,1790,1692,111,-121,97.40000000000009,96.30000000000018
SignalThreshold,200,1,['MarketMaker'],50,100,5,25,False,,97.15,,0.00018082703575515732,,1755,1587,1780,1617,-25,-30,152.5,156.20000000000005
